Pet is Dog Boolen,Pet is Cat Boolen,YEAR,NEIGHBOURHOOD,NEIGHBOURHOOD_ID,Pet Type,Number of Pets
147,0,2019,Bergman,2090,Dog,147
2,0,2018,Bulyea Heights,5100,Dog,2
168,0,2019,Pleasantview,5320,Dog,168
193,0,2019,Lauderdale,3260,Dog,193
1,0,2020,Heritage Valley Town Centre Area,5464,Dog,1
33,0,2020,North Glenora,3310,Dog,33
2,0,2018,The Hamptons,4461,Dog,2
0,10,2020,Tawa,6720,Cat,10
1,0,2020,Mill Woods Town Centre,6520,Dog,1
304,0,2019,Strathcona,5480,Dog,304
1,0,2018,Hodgson,5620,Dog,1
2,0,2019,Garside Industrial,4170,Dog,2
0,2,2019,Graydon Hill,5468,Cat,2
231,0,2019,York,2720,Dog,231
170,0,2019,Matt Berry,2500,Dog,170
39,0,2020,Casselman,2130,Dog,39
0,34,2019,Maple,6441,Cat,34
0,53,2020,Lymburn,4270,Cat,53
3,0,2018,Holyrood,6310,Dog,3
88,0,2019,Argyll,6010,Dog,88
33,0,2020,Tweddle Place,6760,Dog,33
118,0,2019,Bellevue,2060,Dog,118
36,0,2020,Mayliewan,2511,Dog,36
0,123,2019,Ambleside,5505,Cat,123
0,28,2020,West Jasper Place,4580,Cat,28
1,0,2018,Casselman,2130,Dog,1
0,1,2020,Rosedale Industrial,6650,Cat,1
0,27,2019,Leger,5630,Cat,27
0,7,2020,Eaux Claires,2241,Cat,7
0,9,2020,Miller,2541,Cat,9
244,0,2019,Balwin,2020,Dog,244
0,23,2020,Lauderdale,3260,Cat,23
112,0,2019,Hodgson,5620,Dog,112
28,0,2020,Webber Greens,4740,Dog,28
0,12,2020,Ozerna,2600,Cat,12
31,0,2020,Blackmud Creek,5453,Dog,31
136,0,2019,Brander Gardens,5080,Dog,136
0,1,2020,Kennedale Industrial,2380,Cat,1
9,0,2019,Mistatim Industrial,4320,Dog,9
15,0,2020,Empire Park,5170,Dog,15
0,1,2018,Lauderdale,3260,Cat,1
0,31,2020,Parkview,3330,Cat,31
171,0,2019,Meyonohk,6470,Dog,171
0,14,2020,Skyrattler,5460,Cat,14
483,0,2019,Ottewell,6550,Dog,483
0,1,2018,Callingwood South,4080,Cat,1
41,0,2020,Lorelei,3280,Dog,41
0,5,2020,Bergman,2090,Cat,5
39,0,2020,Mayfield,4290,Dog,39
0,117,2019,Athlone,3010,Cat,117
37,0,2020,Ermineskin,5180,Dog,37
9,0,2020,Elmwood Park,1130,Dog,9
0,30,2019,Potter Greens,4710,Cat,30
204,0,2019,Lorelei,3280,Dog,204
142,0,2019,Rosenthal,4750,Dog,142
13,0,2019,Marquis,2671,Dog,13
98,0,2019,Boyle Street,1020,Dog,98
23,0,2020,Downtown,1090,Dog,23
0,1,2018,Westview Village,4620,Cat,1
0,6,2020,Maple,6441,Cat,6
0,23,2020,Carlisle,3090,Cat,23
3,0,2019,Wilson Industrial,4640,Dog,3
0,33,2020,Empire Park,5170,Cat,33
24,0,2020,Henderson Estates,5230,Dog,24
0,33,2020,Highlands,2330,Cat,33
0,87,2019,Ramsay Heights,5340,Cat,87
1,0,2016,Charlesworth,6661,Dog,1
52,0,2020,Beacon Heights,2040,Dog,52
30,0,2020,Magrath Heights,5476,Dog,30
0,92,2019,Pollard Meadows,6580,Cat,92
0,18,2020,Caernarvon,3060,Cat,18
40,0,2020,Delton,1080,Dog,40
0,207,2019,Kiniski Gardens,6370,Cat,207
0,35,2019,Magrath Heights,5476,Cat,35
231,0,2019,Athlone,3010,Dog,231
1,0,2019,Bonaventure Industrial,4050,Dog,1
0,24,2020,Newton,2560,Cat,24
107,0,2019,Aspen Gardens,5020,Dog,107
207,0,2019,Duggan,5160,Dog,207
52,0,2020,Carlton,3470,Dog,52
0,7,2020,Carter Crest,5130,Cat,7
0,40,2020,Wild Rose,6790,Cat,40
0,100,2019,Brintnell,2110,Cat,100
2,0,2018,Malmo Plains,5280,Dog,2
120,0,2019,Malmo Plains,5280,Dog,120
0,1,2020,Desrochers Area,5463,Cat,1
0,11,2020,Lansdowne,5260,Cat,11
0,121,2019,Killarney,2420,Cat,121
0,19,2020,Charlesworth,6661,Cat,19
59,0,2020,Secord,4487,Dog,59
0,14,2019,Ogilvie Ridge,5300,Cat,14
0,40,2019,Edgemont,4462,Cat,40
0,1,2018,Lorelei,3280,Cat,1
2,0,2020,University of Alberta Farm,5530,Dog,2
0,7,2020,Jasper Park,4230,Cat,7
213,0,2019,Greenview,6280,Dog,213
35,0,2020,Blue Quill,5060,Dog,35
0,1,2018,Terrace Heights,6730,Cat,1
53,0,2020,Kenilworth,6350,Dog,53
0,90,2019,Walker,6662,Cat,90
444,0,2019,Kiniski Gardens,6370,Dog,444
1,0,2018,Tamarack,6443,Dog,1
0,301,2019,Downtown,1090,Cat,301
20,0,2020,Prince Charles,3350,Dog,20
169,0,2019,Hairsine,2320,Dog,169
17,0,2020,Spruce Avenue,1230,Dog,17
292,0,2019,Fraser,2280,Dog,292
1,0,2018,La Perle,4240,Dog,1
4,0,2019,Davies Industrial East,6160,Dog,4
173,0,2019,Allard,5458,Dog,173
29,0,2019,Virginia Park,1240,Dog,29
26,0,2020,Bisset,6030,Dog,26
19,0,2020,Overlanders,2590,Dog,19
262,0,2019,Bonnie Doon,6040,Dog,262
0,1,2018,Twin Brooks,5511,Cat,1
0,14,2020,Blackmud Creek,5453,Cat,14
0,113,2019,Wellington,3430,Cat,113
247,0,2019,Secord,4487,Dog,247
0,100,2019,Avonmore,6020,Cat,100
6,0,2020,Stillwater,4468,Dog,6
0,22,2020,Brintnell,2110,Cat,22
40,0,2020,York,2720,Dog,40
0,64,2019,Laurier Heights,3270,Cat,64
0,26,2020,Beacon Heights,2040,Cat,26
0,66,2019,Tweddle Place,6760,Cat,66
3,0,2018,Kiniski Gardens,6370,Dog,3
144,0,2019,Canora,4090,Dog,144
46,0,2020,Chambery,3120,Dog,46
0,22,2020,Hillview,6300,Cat,22
261,0,2019,Larkspur,6390,Dog,261
0,55,2020,Westmount,3440,Cat,55
0,11,2020,Rapperswill,3370,Cat,11
0,113,2019,Glenora,3200,Cat,113
45,0,2019,Terra Losa,4540,Dog,45
3,0,2018,Hairsine,2320,Dog,3
73,0,2020,Twin Brooks,5511,Dog,73
0,45,2019,Aspen Gardens,5020,Cat,45
0,23,2020,Ellerslie,6211,Cat,23
29,0,2020,Parkallen,5310,Dog,29
155,0,2019,Ekota,6200,Dog,155
43,0,2020,Dovercourt,3170,Dog,43
0,6,2020,Prince Rupert,1170,Cat,6
3,0,2018,Alberta Avenue,1010,Dog,3
13,0,2019,Heritage Valley Town Centre Area,5464,Dog,13
151,0,2019,Keheewin,5250,Dog,151
20,0,2020,High Park,4200,Dog,20
4,0,2019,Hagmann Estate Industrial,3220,Dog,4
18,0,2020,Keheewin,5250,Dog,18
0,14,2020,Lorelei,3280,Cat,14
0,1,2019,West Sheffield Industrial,4600,Cat,1
0,6,2020,Hodgson,5620,Cat,6
0,27,2019,Westbrook Estates,5540,Cat,27
79,0,2019,Hawks Ridge,4473,Dog,79
10,0,2019,Mill Woods Town Centre,6520,Dog,10
168,0,2019,Beaumaris,3040,Dog,168
0,75,2019,Bellevue,2060,Cat,75
257,0,2019,Newton,2560,Dog,257
40,0,2020,Canora,4090,Dog,40
1,0,2019,Calgary Trail North,5110,Dog,1
46,0,2020,Kirkness,2430,Dog,46
2,0,2018,Gold Bar,6270,Dog,2
25,0,2020,Westridge,4610,Dog,25
252,0,2019,Gold Bar,6270,Dog,252
118,0,2020,Chappelle Area,5462,Dog,118
70,0,2020,Sakaw,6670,Dog,70
27,0,2020,Garneau,5200,Dog,27
0,67,2019,Canon Ridge,2120,Cat,67
271,0,2019,Ambleside,5505,Dog,271
0,24,2020,Riverdale,1210,Cat,24
66,0,2020,Holyrood,6310,Dog,66
23,0,2019,Stillwater,4468,Dog,23
0,141,2019,Queen Alexandra,5330,Cat,141
157,0,2019,Belgravia,5040,Dog,157
111,0,2020,Kiniski Gardens,6370,Dog,111
1,0,2017,Glenridding Heights,5578,Dog,1
0,132,2019,Evansdale,2260,Cat,132
121,0,2019,Tipaskan,6750,Dog,121
130,0,2019,Glenridding Heights,5578,Dog,130
0,31,2019,Webber Greens,4740,Cat,31
0,45,2019,Breckenridge Greens,4700,Cat,45
11,0,2020,Ebbers,2251,Dog,11
0,195,2019,Ormsby Place,4380,Cat,195
0,83,2019,Bulyea Heights,5100,Cat,83
72,0,2019,Paisley,5469,Dog,72
0,168,2019,Ritchie,6610,Cat,168
0,73,2019,Westwood,1250,Cat,73
4,0,2018,Killarney,2420,Dog,4
0,2,2020,Prince Charles,3350,Cat,2
28,0,2020,Fulton Place,6240,Dog,28
0,23,2020,Callingwood South,4080,Cat,23
137,0,2019,Sweet Grass,5490,Dog,137
1,0,2018,Sherbrooke,3410,Dog,1
14,0,2020,Terra Losa,4540,Dog,14
269,0,2019,Kensington,3250,Dog,269
3,0,2020,West Sheffield Industrial,4600,Dog,3
0,79,2019,Haddow,5610,Cat,79
0,13,2020,Matt Berry,2500,Cat,13
0,32,2019,Donsdale,4120,Cat,32
0,118,2019,Griesbach,3111,Cat,118
0,15,2020,Cromdale,1070,Cat,15
179,0,2019,Blackmud Creek,5453,Dog,179
0,18,2020,Gold Bar,6270,Cat,18
0,68,2019,Parkallen,5310,Cat,68
0,8,2020,Trumpeter Area,4471,Cat,8
0,6,2020,Pembina,3340,Cat,6
0,38,2019,Hodgson,5620,Cat,38
0,117,2019,Larkspur,6390,Cat,117
15,0,2020,McQueen,3300,Dog,15
31,0,2020,Hairsine,2320,Dog,31
0,25,2020,Belgravia,5040,Cat,25
50,0,2020,Glenridding Heights,5578,Dog,50
423,0,2019,Cumberland,3150,Dog,423
0,1,2019,Coronet Industrial,6100,Cat,1
0,49,2019,Laurel,6444,Cat,49
0,16,2020,Ermineskin,5180,Cat,16
69,0,2020,Ritchie,6610,Dog,69
669,0,2019,The Hamptons,4461,Dog,669
22,0,2020,Callingwood North,4070,Dog,22
1,0,2018,South Terwillegar,5642,Dog,1
0,31,2020,Meadowlark Park,4310,Cat,31
5,0,2019,Cashman,5466,Dog,5
0,163,2019,Parkdale,1160,Cat,163
1,0,2020,McNamara Industrial,4300,Dog,1
0,57,2019,Michaels Park,6480,Cat,57
28,0,2020,Queen Alexandra,5330,Dog,28
0,8,2019,Stewart Greens,4486,Cat,8
0,79,2019,Sweet Grass,5490,Cat,79
0,112,2019,Rosslyn,3390,Cat,112
287,0,2019,Capilano,6061,Dog,287
40,0,2019,Quesnell Heights,4420,Dog,40
110,0,2019,Michaels Park,6480,Dog,110
0,9,2020,Ekota,6200,Cat,9
1,0,2016,Callingwood North,4070,Dog,1
1,0,2018,North Glenora,3310,Dog,1
1,0,2019,Windermere Area,5575,Dog,1
45,0,2020,Crestwood,3140,Dog,45
0,18,2019,Blue Quill Estates,5070,Cat,18
23,0,2019,Stewart Greens,4486,Dog,23
0,10,2019,Kinokamau Plains Area,4475,Cat,10
282,0,2019,Parkview,3330,Dog,282
23,0,2019,The Uplands,4464,Dog,23
27,0,2020,Duggan,5160,Dog,27
1,0,2018,Chappelle Area,5462,Dog,1
4,0,2018,Cumberland,3150,Dog,4
0,42,2020,La Perle,4240,Cat,42
0,1,2018,Baturyn,3030,Cat,1
0,26,2020,Ambleside,5505,Cat,26
12,0,2020,Summerlea,4520,Dog,12
0,123,2019,Kenilworth,6350,Cat,123
0,56,2020,South Terwillegar,5642,Cat,56
203,0,2019,Sherbrooke,3410,Dog,203
2,0,2018,Minchau,6530,Dog,2
0,8,2020,High Park,4200,Cat,8
38,0,2020,Grovenor,3210,Dog,38
0,19,2020,Kildare,2400,Cat,19
10,0,2020,Desrochers Area,5463,Dog,10
74,0,2020,Haddow,5610,Dog,74
0,134,2019,Glenwood,4180,Cat,134
28,0,2020,Breckenridge Greens,4700,Dog,28
258,0,2019,Carlton,3470,Dog,258
132,0,2019,Lee Ridge,6400,Dog,132
0,11,2020,Ramsay Heights,5340,Cat,11
34,0,2020,Meadowlark Park,4310,Dog,34
107,0,2019,Potter Greens,4710,Dog,107
0,60,2019,Patricia Heights,4390,Cat,60
404,0,2019,Lymburn,4270,Dog,404
0,93,2019,Sakaw,6670,Cat,93
0,15,2020,Rio Terrace,4430,Cat,15
502,0,2019,Rutherford,5454,Dog,502
201,0,2019,Ozerna,2600,Dog,201
30,0,2020,Woodcroft,3450,Dog,30
14,0,2020,Skyrattler,5460,Dog,14
0,37,2020,Windermere,5570,Cat,37
1,0,2019,Stone Industrial,4510,Dog,1
0,84,2019,Ozerna,2600,Cat,84
0,11,2020,Richfield,6600,Cat,11
0,10,2020,Hudson,3480,Cat,10
0,89,2019,Glengarry,2290,Cat,89
43,0,2020,Avonmore,6020,Dog,43
4,0,2019,Huff Bremner Estate Industrial,3230,Dog,4
0,38,2019,Westridge,4610,Cat,38
95,0,2019,Granville,4551,Dog,95
0,107,2019,Hillview,6300,Cat,107
23,0,2020,Newton,2560,Dog,23
0,34,2019,Trumpeter Area,4471,Cat,34
135,0,2019,Ermineskin,5180,Dog,135
0,215,2019,Lymburn,4270,Cat,215
158,0,2019,Pollard Meadows,6580,Dog,158
8,0,2020,Rural North East South Sturgeon,2690,Dog,8
0,44,2019,Wedgewood Heights,4570,Cat,44
1,0,2018,Charlesworth,6661,Dog,1
0,2,2018,Forest Heights,6230,Cat,2
0,17,2020,Royal Gardens,5430,Cat,17
0,28,2020,Parkallen,5310,Cat,28
116,0,2019,Terrace Heights,6730,Dog,116
0,8,2020,Leger,5630,Cat,8
216,0,2019,Mayfield,4290,Dog,216
189,0,2019,Ramsay Heights,5340,Dog,189
36,0,2020,Homesteader,2350,Dog,36
94,0,2019,Wedgewood Heights,4570,Dog,94
56,0,2020,Ormsby Place,4380,Dog,56
0,1,2018,Dunluce,3180,Cat,1
0,20,2020,Schonsee,2700,Cat,20
0,173,2019,Bonnie Doon,6040,Cat,173
0,75,2019,Menisa,6450,Cat,75
0,18,2020,Beverly Heights,2100,Cat,18
0,18,2020,Tweddle Place,6760,Cat,18
0,1,2019,Edmiston Industrial,4130,Cat,1
0,5,2020,Virginia Park,1240,Cat,5
44,0,2019,Riverview Area,4463,Dog,44
2,0,2018,Callingwood North,4070,Dog,2
2,0,2018,Wild Rose,6790,Dog,2
0,5,2020,Ebbers,2251,Cat,5
0,107,2019,Hairsine,2320,Cat,107
76,0,2019,Grandview Heights,5210,Dog,76
1,0,2018,Maple Ridge,6410,Dog,1
0,95,2019,Parkview,3330,Cat,95
0,22,2019,Virginia Park,1240,Cat,22
0,117,2019,Fraser,2280,Cat,117
0,7,2020,Laurel,6444,Cat,7
255,0,2019,Beacon Heights,2040,Dog,255
1,0,2018,Brookside,5090,Dog,1
2,0,2020,Edmonton Energy And Technology Park,2681,Dog,2
0,27,2020,Terwillegar Towne,5640,Cat,27
0,11,2019,Rural North East South Sturgeon,2690,Cat,11
0,183,2019,Belmont,2070,Cat,183
0,66,2019,Prince Charles,3350,Cat,66
1,0,2018,Brander Gardens,5080,Dog,1
24,0,2020,West Meadowlark Park,4590,Dog,24
0,67,2019,Terrace Heights,6730,Cat,67
0,2,2018,Cumberland,3150,Cat,2
30,0,2020,McLeod,2530,Dog,30
61,0,2020,Belmont,2070,Dog,61
329,0,2019,Jamieson Place,4220,Dog,329
0,30,2020,Montrose,2550,Cat,30
1,0,2017,Windermere,5570,Dog,1
0,20,2020,Pollard Meadows,6580,Cat,20
0,290,2019,Westmount,3440,Cat,290
185,0,2019,Killarney,2420,Dog,185
0,1,2018,Skyrattler,5460,Cat,1
137,0,2019,Rapperswill,3370,Dog,137
0,85,2019,McKernan,5290,Cat,85
165,0,2019,Blue Quill,5060,Dog,165
0,17,2020,Central McDougall,1030,Cat,17
0,4,2020,Grandview Heights,5210,Cat,4
143,0,2019,Woodcroft,3450,Dog,143
146,0,2019,Elmwood,4140,Dog,146
0,92,2019,Belgravia,5040,Cat,92
68,0,2020,Calder,3070,Dog,68
2,0,2018,Evansdale,2260,Dog,2
0,24,2020,Canora,4090,Cat,24
0,44,2019,Elsinore,3190,Cat,44
30,0,2020,Belmead,4040,Dog,30
286,0,2019,Highlands,2330,Dog,286
143,0,2019,Trumpeter Area,4471,Dog,143
0,21,2020,Allard,5458,Cat,21
0,47,2020,Alberta Avenue,1010,Cat,47
0,175,2019,Terwillegar Towne,5640,Cat,175
0,100,2020,Oliver,1150,Cat,100
71,0,2020,Alberta Avenue,1010,Dog,71
0,148,2019,Beverly Heights,2100,Cat,148
0,53,2019,McQueen,3300,Cat,53
75,0,2020,Silver Berry,6442,Dog,75
0,13,2020,Kameyosek,6340,Cat,13
52,0,2019,Armstrong Industrial,4030,Dog,52
5,0,2020,Pembina,3340,Dog,5
0,75,2019,Malmo Plains,5280,Cat,75
0,14,2020,Elmwood,4140,Cat,14
0,72,2019,Blue Quill,5060,Cat,72
316,0,2019,Crawford Plains,6140,Dog,316
0,1,2018,Summerside,6213,Cat,1
0,158,2019,Hollick-Kenyon,2340,Cat,158
22,0,2020,Falconer Heights,5190,Dog,22
0,14,2020,Mayliewan,2511,Cat,14
1,0,2019,Rural West Big Lake,4470,Dog,1
0,50,2019,Abbottsfield,2010,Cat,50
0,18,2020,Glenwood,4180,Cat,18
66,0,2020,Highlands,2330,Dog,66
75,0,2019,Ogilvie Ridge,5300,Dog,75
0,132,2019,Delwood,2230,Cat,132
1,0,2018,Greenfield,5220,Dog,1
325,0,2019,Kilkenny,2410,Dog,325
0,141,2019,Newton,2560,Cat,141
0,1,2018,Matt Berry,2500,Cat,1
26,0,2020,Rio Terrace,4430,Dog,26
0,20,2020,Fulton Place,6240,Cat,20
0,1,2016,Leger,5630,Cat,1
0,31,2020,Dovercourt,3170,Cat,31
1,0,2018,Ramsay Heights,5340,Dog,1
0,12,2020,Westview Village,4620,Cat,12
40,0,2020,Lee Ridge,6400,Dog,40
0,16,2020,Spruce Avenue,1230,Cat,16
39,0,2020,Allendale,5010,Dog,39
1,0,2018,Avonmore,6020,Dog,1
0,1,2018,Beverly Heights,2100,Cat,1
63,0,2020,McConachie Area,2521,Dog,63
0,12,2020,Oxford,3320,Cat,12
22,0,2020,Malmo Plains,5280,Dog,22
0,93,2019,Capilano,6061,Cat,93
0,63,2020,Glastonbury,4720,Cat,63
36,0,2020,Athlone,3010,Dog,36
13,0,2020,Aspen Gardens,5020,Dog,13
62,0,2020,Griesbach,3111,Dog,62
3,0,2019,Gorman,2311,Dog,3
0,26,2020,Casselman,2130,Cat,26
6,0,2020,Rideau Park,5360,Dog,6
26,0,2020,Carlisle,3090,Dog,26
0,37,2020,Allendale,5010,Cat,37
53,0,2020,Allard,5458,Dog,53
41,0,2020,Lago Lindo,2450,Dog,41
0,17,2020,Gariepy,4160,Cat,17
0,249,2019,Queen Mary Park,1180,Cat,249
54,0,2020,Meyokumin,6460,Dog,54
132,0,2019,Delton,1080,Dog,132
0,160,2019,Hazeldean,6290,Cat,160
0,10,2020,Mactaggart,5477,Cat,10
2,0,2018,Twin Brooks,5511,Dog,2
0,81,2019,Delton,1080,Cat,81
0,26,2020,Bannerman,2030,Cat,26
1,0,2019,University of Alberta,5520,Dog,1
0,1,2016,Rosslyn,3390,Cat,1
268,0,2019,Inglewood,3240,Dog,268
0,1,2018,Downtown,1090,Cat,1
43,0,2020,Edgemont,4462,Dog,43
31,0,2020,Queen Mary Park,1180,Dog,31
2,0,2018,Highlands,2330,Dog,2
274,0,2019,Walker,6662,Dog,274
58,0,2020,Rhatigan Ridge,5350,Dog,58
1,0,2016,Argyll,6010,Dog,1
0,19,2020,Laurier Heights,3270,Cat,19
41,0,2020,Kensington,3250,Dog,41
57,0,2020,Inglewood,3240,Dog,57
0,28,2020,Greenfield,5220,Cat,28
251,0,2019,Wellington,3430,Dog,251
2,0,2016,Ormsby Place,4380,Dog,2
193,0,2019,Edgemont,4462,Dog,193
0,1,2016,Summerside,6213,Cat,1
0,130,2019,Strathearn,6710,Cat,130
247,0,2019,Charlesworth,6661,Dog,247
107,0,2019,Garneau,5200,Dog,107
253,0,2019,MacEwan,5452,Dog,253
0,94,2019,Meyonohk,6470,Cat,94
0,70,2019,Clareview Town Centre,2145,Cat,70
131,0,2019,Cameron Heights,4466,Dog,131
84,0,2019,Summerlea,4520,Dog,84
0,1,2018,Boyle Street,1020,Cat,1
0,17,2020,Idylwylde,6320,Cat,17
1,0,2018,Strathcona,5480,Dog,1
23,0,2020,Michaels Park,6480,Dog,23
1,0,2018,West Jasper Place,4580,Dog,1
0,31,2019,Albany,3460,Cat,31
46,0,2020,Forest Heights,6230,Dog,46
266,0,2019,Holyrood,6310,Dog,266
0,15,2020,Canossa,3080,Cat,15
94,0,2020,Capilano,6061,Dog,94
0,88,2019,Daly Grove,6150,Cat,88
144,0,2019,Rio Terrace,4430,Dog,144
0,88,2019,Miller,2541,Cat,88
0,1,2020,Stewart Greens,4486,Cat,1
197,0,2019,Homesteader,2350,Dog,197
